image_id,group_id,size_group,candidate_dice,reference_dice,delta_dice,candidate_complete_miss,reference_complete_miss,miss_recovered,overlap_lost
IMG000001.jpeg,btxrd-heuristic-000001,medium,0.0,0.0,0.0,1,1,0,0
IMG000010.jpeg,btxrd-heuristic-000006,medium,0.6338302009073234,0.6338302009073234,0.0,0,0,0,0
IMG000017.jpeg,btxrd-heuristic-000009,medium,0.574890609222484,0.574890609222484,0.0,0,0,0,0
IMG000018.jpeg,btxrd-heuristic-000009,large,0.04822650902302427,0.04822650902302427,0.0,0,0,0,0
IMG000033.jpeg,btxrd-heuristic-000017,medium,0.5199362041467305,0.5199362041467305,0.0,0,0,0,0
IMG000034.jpeg,btxrd-heuristic-000017,medium,0.7264260768335273,0.7264260768335273,0.0,0,0,0,0
IMG000048.jpeg,btxrd-heuristic-000025,medium,0.0,0.0,0.0,1,1,0,0
IMG000049.jpeg,btxrd-heuristic-000025,medium,0.0,0.0,0.0,1,1,0,0
IMG000050.jpeg,btxrd-heuristic-000026,large,0.0,0.0,0.0,1,1,0,0
IMG000055.jpeg,btxrd-heuristic-000029,medium,0.44276147959183676,0.44276147959183676,0.0,0,0,0,0
IMG000056.jpeg,btxrd-heuristic-000029,medium,0.8270245815110843,0.8423481898168181,-0.015323608305733871,0,0,0,0
IMG000071.jpeg,btxrd-heuristic-000037,large,0.7622976338729763,0.7622976338729763,0.0,0,0,0,0
IMG000076.jpeg,btxrd-heuristic-000039,medium,0.1403107861060329,0.1403107861060329,0.0,0,0,0,0
IMG000125.jpeg,btxrd-heuristic-000063,medium,0.7925483812624344,0.7925483812624344,0.0,0,0,0,0
IMG000126.jpeg,btxrd-heuristic-000063,medium,0.5667836424837069,0.5667836424837069,0.0,0,0,0,0
IMG000137.jpeg,btxrd-heuristic-000069,medium,0.6178996952064284,0.6178996952064284,0.0,0,0,0,0
IMG000138.jpeg,btxrd-heuristic-000069,medium,0.6986255447536037,0.6986255447536037,0.0,0,0,0,0
IMG000144.jpeg,btxrd-heuristic-000073,medium,0.0,0.0,0.0,1,1,0,0
IMG000152.jpeg,btxrd-heuristic-000078,large,0.14957166010650613,0.14957166010650613,0.0,0,0,0,0
IMG000160.jpeg,btxrd-heuristic-000082,medium,0.0,0.0,0.0,1,1,0,0
IMG000161.jpeg,btxrd-heuristic-000082,medium,0.534817563388992,0.534817563388992,0.0,0,0,0,0
IMG000200.jpeg,btxrd-heuristic-000098,medium,0.6345981475948611,0.6345981475948611,0.0,0,0,0,0
IMG000201.jpeg,btxrd-heuristic-000098,medium,0.2556332556332556,0.2556332556332556,0.0,0,0,0,0
IMG000202.jpeg,btxrd-heuristic-000099,medium,0.8327375352775165,0.8327375352775165,0.0,0,0,0,0
IMG000222.jpeg,btxrd-heuristic-000109,medium,0.22426287547712562,0.22426287547712562,0.0,0,0,0,0
IMG000244.jpeg,btxrd-heuristic-000120,small,0.0,0.0,0.0,1,1,0,0
IMG000245.jpeg,btxrd-heuristic-000121,medium,0.6146515783204288,0.6146515783204288,0.0,0,0,0,0
IMG000260.jpeg,btxrd-heuristic-000128,small,0.0,0.0,0.0,1,1,0,0
IMG000275.jpeg,btxrd-heuristic-000137,small,0.04452054794520548,0.04452054794520548,0.0,0,0,0,0
IMG000279.jpeg,btxrd-heuristic-000140,small,0.001450536698578474,0.001450536698578474,0.0,0,0,0,0
IMG000285.jpeg,btxrd-heuristic-000145,small,0.0897049969897652,0.0897049969897652,0.0,0,0,0,0
IMG000292.jpeg,btxrd-heuristic-000150,small,0.0004009783872649264,0.0004009783872649264,0.0,0,0,0,0
IMG000300.jpeg,btxrd-heuristic-000156,small,0.1237785016286645,0.1237785016286645,0.0,0,0,0,0
IMG000306.jpeg,btxrd-heuristic-000160,small,0.18625174175568973,0.18625174175568973,0.0,0,0,0,0
IMG000320.jpeg,btxrd-heuristic-000167,small,0.0,0.0,0.0,1,1,0,0
IMG000327.jpeg,btxrd-heuristic-000172,small,0.0,0.0,0.0,1,1,0,0
IMG000328.jpeg,btxrd-heuristic-000173,small,0.848087431693989,0.848087431693989,0.0,0,0,0,0
IMG000337.jpeg,btxrd-heuristic-000180,small,0.0,0.0,0.0,1,1,0,0
IMG000338.jpeg,btxrd-heuristic-000181,small,0.0,0.0,0.0,1,1,0,0
IMG000340.jpeg,btxrd-heuristic-000183,small,0.0004550625711035267,0.0004550625711035267,0.0,0,0,0,0
IMG000372.jpeg,btxrd-heuristic-000203,small,0.0,0.0,0.0,1,1,0,0
IMG000378.jpeg,btxrd-heuristic-000208,small,0.015207373271889401,0.015207373271889401,0.0,0,0,0,0
IMG000408.jpeg,btxrd-heuristic-000223,small,0.0,0.0,0.0,1,1,0,0
IMG000414.jpeg,btxrd-heuristic-000228,small,0.0,0.0,0.0,1,1,0,0
IMG000415.jpeg,btxrd-heuristic-000229,medium,0.8172746042670337,0.8172746042670337,0.0,0,0,0,0
IMG000416.jpeg,btxrd-heuristic-000230,small,0.0012671751931821005,0.0012671751931821005,0.0,0,0,0,0
IMG000420.jpeg,btxrd-heuristic-000233,small,0.8934426229508197,0.8934426229508197,0.0,0,0,0,0
IMG000439.jpeg,btxrd-heuristic-000244,small,0.0019224887490715253,0.0019224887490715253,0.0,0,0,0,0
IMG000467.jpeg,btxrd-heuristic-000260,small,0.589384288747346,0.589384288747346,0.0,0,0,0,0
IMG000478.jpeg,btxrd-heuristic-000267,small,0.5906735751295337,0.5906735751295337,0.0,0,0,0,0
IMG000481.jpeg,btxrd-heuristic-000269,small,0.6430868167202572,0.6430868167202572,0.0,0,0,0,0
IMG000496.jpeg,btxrd-heuristic-000278,small,0.0,0.0,0.0,1,1,0,0
IMG000513.jpeg,btxrd-heuristic-000287,small,0.0,0.0,0.0,1,1,0,0
IMG000542.jpeg,btxrd-heuristic-000302,small,0.0,0.0,0.0,1,1,0,0
IMG000548.jpeg,btxrd-heuristic-000305,small,0.08072174738841406,0.08072174738841406,0.0,0,0,0,0
IMG000549.jpeg,btxrd-heuristic-000305,small,0.0,0.0,0.0,1,1,0,0
IMG000555.jpeg,btxrd-heuristic-000308,small,0.0,0.0,0.0,1,1,0,0
IMG000556.jpeg,btxrd-heuristic-000308,small,0.0,0.0,0.0,1,1,0,0
IMG000562.jpeg,btxrd-heuristic-000311,small,0.29395452024403773,0.29395452024403773,0.0,0,0,0,0
IMG000576.jpeg,btxrd-heuristic-000320,small,0.07791077257889009,0.07791077257889009,0.0,0,0,0,0
IMG000582.jpeg,btxrd-heuristic-000324,small,0.0,0.0,0.0,1,1,0,0
IMG000612.jpeg,btxrd-heuristic-000341,small,0.0,0.0,0.0,1,1,0,0
IMG000628.jpeg,btxrd-heuristic-000349,small,0.0018556597622749387,0.0018556597622749387,0.0,0,0,0,0
IMG000636.jpeg,btxrd-heuristic-000354,small,0.0,0.0,0.0,1,1,0,0
IMG000641.jpeg,btxrd-heuristic-000358,small,0.003453038674033149,0.003453038674033149,0.0,0,0,0,0
IMG000642.jpeg,btxrd-heuristic-000359,small,0.11757575757575757,0.11757575757575757,0.0,0,0,0,0
IMG000660.jpeg,btxrd-heuristic-000370,large,0.2524049473202016,0.2524049473202016,0.0,0,0,0,0
IMG000672.jpeg,btxrd-heuristic-000377,small,0.004914004914004914,0.004914004914004914,0.0,0,0,0,0
IMG000681.jpeg,btxrd-heuristic-000383,small,0.004782509678888636,0.004782509678888636,0.0,0,0,0,0
IMG000682.jpeg,btxrd-heuristic-000384,small,0.035803497085761866,0.035803497085761866,0.0,0,0,0,0
IMG000699.jpeg,btxrd-heuristic-000394,small,0.0009119927040583675,0.0009119927040583675,0.0,0,0,0,0
IMG000727.jpeg,btxrd-heuristic-000411,small,0.004424778761061947,0.004424778761061947,0.0,0,0,0,0
IMG000747.jpeg,btxrd-heuristic-000422,small,0.08308982340236311,0.08308982340236311,0.0,0,0,0,0
IMG000749.jpeg,btxrd-heuristic-000424,small,0.7845303867403315,0.7845303867403315,0.0,0,0,0,0
IMG000750.jpeg,btxrd-heuristic-000425,small,0.0,0.0,0.0,1,1,0,0
IMG000751.jpeg,btxrd-heuristic-000426,small,0.0046528274874731565,0.0046528274874731565,0.0,0,0,0,0
IMG000762.jpeg,btxrd-heuristic-000434,small,0.004751619870410367,0.004751619870410367,0.0,0,0,0,0
IMG000763.jpeg,btxrd-heuristic-000435,small,0.0208827717133365,0.0208827717133365,0.0,0,0,0,0
