image_id,source_image_sha256,region_map_path,region_map_sha256,regions,uncovered_pixels,uncovered_fraction,map_width,map_height,map_dtype
IMG000002.jpeg,f7b58cd92eae19e5263ec114b96b5bbc2a4152da4c5e96823c3dcbb5d4213bbf,region_maps/IMG000002.png,6d74731c339e97ba5123902d2a5dc95e13984d1371d0bf07bedb86a322fec651,7,70,0.0109375000,80,80,uint16
IMG000003.jpeg,11bde800f29c60639c542bbf7e767c4f2786d6b60dfa1a023562934f2e861b43,region_maps/IMG000003.png,6025c2cb1aca530a03b39922b7dd71bbe6f99dd44b0c1653f95dc3f2ec58e01d,8,84,0.0131250000,80,80,uint16
IMG000004.jpeg,5526b61030169b3d8a0f0474721a71ac95456c56b50c088f5ad29ffec2dcec18,region_maps/IMG000004.png,ebb942f249e55efbab7662a04adcec1f766c0724ba6defc971f4e9f39871e6c9,4,364,0.0568750000,80,80,uint16
IMG000005.jpeg,6bbca0ca2b10b1676272aea91be111f8b4f1a06ffed6ce05921bca0ecfd46f6d,region_maps/IMG000005.png,77e37d2007f684c679e8823927ec06cb3bc9d1cdba8da7c9a6441bd45751f32b,4,362,0.0565625000,80,80,uint16
IMG000006.jpeg,52a66c90e47cfd5248797d6122d5841266813bf6a945f42a97670fb5a5d14e49,region_maps/IMG000006.png,9cabd232cd9221693eb04c0eccf61b4b916ad63cc2c492def2fc53a19ea62e42,12,3017,0.4714062500,80,80,uint16
IMG000007.jpeg,e416de59f060c05723d82a501321bf776f210db65dcb921d28c4a8a4db60514b,region_maps/IMG000007.png,2d45390073059b05f285839a31c55e7fc8e2d3b8bed05a6cd8ae83acd85c5114,7,2813,0.4395312500,80,80,uint16
IMG000008.jpeg,1773bf629d30b3ff29ab53e8c339a7b54ee191929791af48f95f38982d868ba6,region_maps/IMG000008.png,58910b1ffd56aa6172818575849d59a65bd33f050dc52da55ee171a939460933,2,6241,0.9751562500,80,80,uint16
IMG000009.jpeg,c1058372ad119109343ed5e7b689a8c115702a24fa11e64d3275755d7df3fc29,region_maps/IMG000009.png,e8644a84848ca5ef8e1a6d5f140a6842eeeaab0aca0ed0df0088804384bc4a27,3,6098,0.9528125000,80,80,uint16
IMG000011.jpeg,1abfa6aad002e6a0651f3ab6a3e8dc127f477e04c720b0a49b57305c2eed394f,region_maps/IMG000011.png,aa11c53fa26da8cb9ba1c4f4329e1ecc20b042624d80cdd3921dcfc1ade361a6,35,4339,0.6779687500,80,80,uint16
IMG000012.jpeg,04f8f935531fa4008eeaea0def83e903d54094af793208bf88d23f737abc0295,region_maps/IMG000012.png,857557d7a500f80a1582c57020847fb710444436c02138cbfd2d9681e291e86b,51,4775,0.7460937500,80,80,uint16
IMG000013.jpeg,a801451a61dff85507ffe5acdc7a09d7cb621f1bfed5700827a58d71237b0a93,region_maps/IMG000013.png,087bdda5b61efb29a8df8305d6bf9cb57ec04017065869779340aebe1f71d434,7,36,0.0056250000,80,80,uint16
IMG000014.jpeg,2a3d6a33ac7e804a7f0522e28e5ec499327f6d0634917c3e893a43155931358e,region_maps/IMG000014.png,68c7ae138ef9a805099b77b146ad8bba1482ae24c6b35082a0b8f12da0012c2b,2,194,0.0303125000,80,80,uint16
IMG000015.jpeg,0820d00116f59eb9312bd89a679e00929e4593989329df4bc14421600ee00589,region_maps/IMG000015.png,940d6693e5c11fac92e6fc412c3bea95fc8f3727ef3b1e1ef89aabd332d96d02,10,3842,0.6003125000,80,80,uint16
IMG000016.jpeg,4b864f7317472a59c375eb47076d0c62447c94835c49c5f0fa35db26f056c5b9,region_maps/IMG000016.png,9f4e6b1049d51d58639aef202789059b263023a5cdea3c8ba9a6fd2351483783,5,37,0.0057812500,80,80,uint16
IMG000019.jpeg,38747d2f254199836d9b2ca53f2ae92be5b5f207b79c5480f5a5bfe914264aed,region_maps/IMG000019.png,2d0da6483ebbb838769f6d4c63779ad2544950901b947fe4e908aef68e77fa29,10,2783,0.4348437500,80,80,uint16
IMG000020.jpeg,cddece6724137dd40bb75bcb0b5c1308cc85eba6de48f899f3dd8436294ee12f,region_maps/IMG000020.png,34164a33b2b995d56760f82da0b63ec58c6f272196dbcf309cf3cbc33b1e5ac1,8,2634,0.4115625000,80,80,uint16
IMG000021.jpeg,48bc594c1bf66f3901bc053d67905576e67a0560a4ac606ae00c2bd853f788e8,region_maps/IMG000021.png,eacbb61dada55cc65cadea6d627e06d6ca79e4d202a24c5deaea1fb9466a91d9,13,2127,0.3323437500,80,80,uint16
IMG000022.jpeg,3b7f7bc45b8842117be0363e2c9de414c24de9c3fbc2340d2e81f2313bbd1d75,region_maps/IMG000022.png,64fbf09cc961dcbdb02ee9a2aa469f68d0e7a84934f674d2b8e0c8cb4f5074cb,5,72,0.0112500000,80,80,uint16
IMG000023.jpeg,903b583be0569c805bd8b95b33db0b8f73aa3af632ccf92dc6b5f78ee63f1ef4,region_maps/IMG000023.png,cee5a9e1e4398cfcd9b54ebeff806a63016c4d3bf05f46d852d092d4ef7a277d,5,2812,0.4393750000,80,80,uint16
IMG000024.jpeg,56df1e50c40bbdbd301e99ac61e853a360af1ebdc9ec86efbde42ef6f364b92d,region_maps/IMG000024.png,6c87314469bd20f2eec36d8c0619d4e226a3a0486406911981847129d26cd217,5,3525,0.5507812500,80,80,uint16
IMG000025.jpeg,d8bfc813ee8413d0c308427c73bfd29648fc9f5bf4e71a035b3193ce9ca0a2ca,region_maps/IMG000025.png,131d768d538b1db29397c90c2fb00f6f4a06726c4ed6b6432f02db6dba567b5b,4,3547,0.5542187500,80,80,uint16
IMG000027.jpeg,4a4d30932bc66b91e67e85e72ab199cb38fc29a9b85a898f294ccec9458d0d16,region_maps/IMG000027.png,aef64dbca899007a99d5d77504861d590edaca64925c644d3d189a8fcc396bd0,13,4931,0.7704687500,80,80,uint16
IMG000028.jpeg,8a2ddf0663428a4bbb1c15299f7d52b8e77bba23263b0a196f71b754d2219cc2,region_maps/IMG000028.png,8a11eb6c46a3f22a83f6f31ac72d634c4832a1d2491021939a82e03bd143363f,11,3964,0.6193750000,80,80,uint16
IMG000029.jpeg,63db8bb98cdd693cce4862b6c0322860e1dee3697d81d9173e484ad0832e4f87,region_maps/IMG000029.png,ad28722fd10ff364e2d0ba44e4170850f9a5d0ae62b66ba826c43bd95c7d1811,10,3185,0.4976562500,80,80,uint16
IMG000030.jpeg,40e55d1b1edcac9d9209c176c7176bcd8469fe6823e33d633e94ddeff0e51d3e,region_maps/IMG000030.png,e633d0578e0fad4b0c1894595a52b359d0127a663bc1ddf47ee1fffb9c1659dc,7,70,0.0109375000,80,80,uint16
IMG000031.jpeg,8fb54ec2336861682bf717a932ce6b6039fbdf1050c1c2f46e029d9612270f09,region_maps/IMG000031.png,0a46813367f52fb3ce99371e6a640aed4271d48d77c0996100f8af7ab8be6cf4,10,1913,0.2989062500,80,80,uint16
IMG000032.jpeg,0ed45c1e464e4afc3d698dff3dfd3951e422d345999544d46b54a02c4a113c69,region_maps/IMG000032.png,eb2c436ad768f1b32d9da5327397984b1cee7f0ecad42519a0edc283facf159f,26,4829,0.7545312500,80,80,uint16
IMG000035.jpeg,d6e13c05705deafc259e553ca66b921998d65524bf67641d3e1e1331d7f6492a,region_maps/IMG000035.png,1cf0905acba703b45bfdd21a0a3ab4d27731d8f02052744713e9169b1f3ac237,4,41,0.0064062500,80,80,uint16
IMG000036.jpeg,b1637329dc0950994f935591a045fd3f2e8940f9e431bcf981ba38c7f6d1f44b,region_maps/IMG000036.png,6fe6c896988272e474972ab86941413f80d5d1e05dfa2c41a34e687770254c19,5,85,0.0132812500,80,80,uint16
IMG000037.jpeg,6150e7ee0bf76c053efd6c83ca0b582a77b4893671ebe0f019b6aedd47c32e28,region_maps/IMG000037.png,efdbb0728e20209cbcf064ae13f2f1eb3f6b5daef98b6731d7b829a0561586ef,7,2337,0.3651562500,80,80,uint16
IMG000038.jpeg,4f0583c480c8902701547a0479b28fb4a9e7f7c94d444dbfde1d2dd223eecebe,region_maps/IMG000038.png,41664d6350d52ec450de9b4894a63fb703f60e8dec1d9dea541f2c83ff074fc9,5,101,0.0157812500,80,80,uint16
IMG000040.jpeg,8acfae35ec8ead929d9a694aa25d698bee2e51b69b8770d327e15459915abccd,region_maps/IMG000040.png,abd175b078ba07e5e47e6bfb4651d952c23faaabbfb66534763d4396c6310940,4,153,0.0239062500,80,80,uint16
IMG000041.jpeg,18ef013368b4d957596e687665022efeb20eb7ba9e6004afeae0f149b68e194f,region_maps/IMG000041.png,db6ec49b1e29d691026c4bbfb1713c51448e10e8bd46ca7d161a44688786fd51,6,59,0.0092187500,80,80,uint16
IMG000042.jpeg,a71dba91e29b9b726e5be590c3a65c83244c3ecc3d34678a566030fd268ee4ce,region_maps/IMG000042.png,1c8ed30f264eebfb184702b6d6510b77d628f1c75bf4c0dbbc7c50cdcaf91db6,7,4673,0.7301562500,80,80,uint16
IMG000043.jpeg,57611f6d23651d1d63a5cf6b591ec5854b022eaa821bac95a802602ec0747adb,region_maps/IMG000043.png,9eb40f8b8c693cda4b0eb210722dc93deb0a6cc848dad12deaaa6d24c9ffcae9,6,2933,0.4582812500,80,80,uint16
IMG000044.jpeg,f54b6e6ae0b61a0a1a03e548c1d9e5bf2256e43587f3efb0959783715d9536d2,region_maps/IMG000044.png,a3cce94bc6fd8aecbf8cd35593a613a4686ae5e1a843b1606e0182f34c1e06a8,5,3783,0.5910937500,80,80,uint16
IMG000045.jpeg,c4b66e83bbfff280c3d959f47cda7e8ea92789bba604891ccc0cd5443ee4a215,region_maps/IMG000045.png,1888ca311f9d773220ebd9c1c0bbe3490aad6fdae2a417042ebcc07a1cb30357,9,3221,0.5032812500,80,80,uint16
IMG000046.jpeg,229849b524d3b56c514d9427e2f9b9217f4656d3f63ebc53b9182dc8ceb28414,region_maps/IMG000046.png,8ecebf24d699f3ca5545406ceed5a33ea3666de1728e1edb4a45de9c32029c13,6,3272,0.5112500000,80,80,uint16
IMG000047.jpeg,7843d4c48b2e21ae84dad578f379e1bb2db7eb9ed0629b06a8ef3655d0b850bf,region_maps/IMG000047.png,64992928c36cf4b5ce3c53b2d8fbb7af6f651105bbea06ec11613f4b40f35e43,5,68,0.0106250000,80,80,uint16
IMG000051.jpeg,c6f4e9d17ef405b7d54b1405ca466d969c81639374ed384af4bae66124fbed8c,region_maps/IMG000051.png,55e4ddaa213fddd28e464921a8fdb54a884a3902cecddc83243de34d300ff1c0,15,5263,0.8223437500,80,80,uint16
IMG000052.jpeg,bf9ae2dbf8793b892b5aa8e59e8149170fd0aa2e4ba01e6bcd9b5dde816c30fc,region_maps/IMG000052.png,a04cc013ef0558f88f12714dca20007a2d6411cb75869ed825dae3cac99aaed2,4,3103,0.4848437500,80,80,uint16
IMG000053.jpeg,2e218a24640f1bf26b357135cf771a1826b5101526f1af9d1675f92fb467f451,region_maps/IMG000053.png,2e1527ac2ec41ba8c557dd1dd6eb78c66ef49f786a498694350d249789f558d8,3,73,0.0114062500,80,80,uint16
IMG000054.jpeg,94b082b055af6e2dc67b278f75ec3f9082e0c70a6bd6b710948c2c465adc1c16,region_maps/IMG000054.png,78fb5b6a684f26eded5a11602c9e163b2182a7c2e24cfd78763ade6a83d301b3,6,43,0.0067187500,80,80,uint16
IMG000057.jpeg,69912bb0dda35cc3010fb19c96edac317e2a69e8a222b454ec9a5392b826c1ec,region_maps/IMG000057.png,c3d75172d31d2fa3b4e489063207ac92072f918109ec62a09aa47d114e784e94,8,44,0.0068750000,80,80,uint16
IMG000058.jpeg,dc360a6ae91132dac8ec9c7d4fa29e5e920ec98860f86b6d6dc50a66e1e6c85a,region_maps/IMG000058.png,79d5a4584fce5ca57aa96ff66ebbd94fbdc92f7e426fb264670febdbaa09b1db,6,33,0.0051562500,80,80,uint16
IMG000061.jpeg,09b4284c53cab391d580f1a6c3bb09da049303dfab86c547d0638ec56bc27da6,region_maps/IMG000061.png,f4dedda6b769c740e6f42d334c78658ff0b92e3d9ef5c434e0738c7675655a85,7,89,0.0139062500,80,80,uint16
IMG000062.jpeg,689de4ab173f22c80a709ec0352a04decca57b2b824958b070a783c8a578d83f,region_maps/IMG000062.png,204773ca4a5794a6f76b5509129b541bff68794ecac8b08fd9f2897652bde31e,3,1747,0.2729687500,80,80,uint16
IMG000063.jpeg,62b601c574edd5b267e5c8a47543c50e5288a74ca7850de8d40a308fabd3c1f8,region_maps/IMG000063.png,949c17a1d487f758aed93a1d6fd8cb1bfdd0aa495263ecb8fe64d75d74189d14,8,43,0.0067187500,80,80,uint16
IMG000064.jpeg,7e3aa155e11ccb0ea17ba22858f65deef4eebc88af5a5dc053db2e5c5d874145,region_maps/IMG000064.png,f6b23762c356eaeee495e559f7efd02579e613a61667b39c06790d6890886149,6,23,0.0035937500,80,80,uint16
IMG000067.jpeg,3efda30b5ffe19558c907dde09b4e0eda7d46ef3567daabd0f15146afb58911a,region_maps/IMG000067.png,16d095d79767c605413b5cf03ab564eba133392dec4d1e2d952acd5160c5dbd5,4,63,0.0098437500,80,80,uint16
IMG000068.jpeg,564803fdc605e8811ef2a2030341554c31d90ebecff109a6a1844a1ffdddacc8,region_maps/IMG000068.png,066c19d7bbc06b116de3a0230d6ec6914686b4326f5b855025e99b02cfd6c537,4,60,0.0093750000,80,80,uint16
IMG000069.jpeg,7332600cbd76dfec8af72e85ad2eaaa4d9d9f0b181191d95c9a7f2a1fffd7a7f,region_maps/IMG000069.png,c635c9cd020f66c2b09c7ec564b74200c5cddf0dc040a0c65bf75d4565c03a40,9,66,0.0103125000,80,80,uint16
IMG000070.jpeg,cb62368f5b26979df26dd507d6a6adbfe681a70d52e76adbb70a1f1a233c564a,region_maps/IMG000070.png,0ea4d3e24ac9ca63d11f7bb90eef7ea5bb6252c9747c2fdd67e6f08814f55284,8,34,0.0053125000,80,80,uint16
IMG000072.jpeg,3883c0bcc3979222829f3626ca31cb6d8b4ccceb6c1923ddeff260413171a49b,region_maps/IMG000072.png,b5654cbd882bdff20d075d7514f87222630ab0ab3d5e39d5f20d0d2f5a65d670,8,37,0.0057812500,80,80,uint16
IMG000073.jpeg,d786c9f8e7504e337ea96e202e23a5c694d0eb2de4e73a9b98762812b4ab6120,region_maps/IMG000073.png,c978838ab62b16be4a1f05f8b70f5df255c972d643ba07a26303f344e0160d2b,9,44,0.0068750000,80,80,uint16
IMG000074.jpeg,e0449698a33e8b8f77f8bcdf3b8ba8355ad811360d0ffedfd981de93897516f7,region_maps/IMG000074.png,ddd949617c03cb054a99d93824ce2b3da7b64fb48038334cfdf00b954d801f44,4,54,0.0084375000,80,80,uint16
IMG000075.jpeg,30f341328c2d7f870de15132a989a777cde00a8b4311452f0dfa75b8915b4bea,region_maps/IMG000075.png,31faaf4490976722f220210016de7bb40357538d50da6cdb944f4631224d2372,8,4004,0.6256250000,80,80,uint16
IMG000078.jpeg,8994aeb61c1b002a9a61577b0f0fc355b873a78d386b9f562a46835882179640,region_maps/IMG000078.png,ca26bcc00ae2beb6f3328928a885a04d79c3e8a7650964af2b5272ffc6b9a4ff,7,3376,0.5275000000,80,80,uint16
IMG000079.jpeg,24a3fd57f4df6833b426b1dae23ed22a7161ad32ca08dc3384dc208143b19a3f,region_maps/IMG000079.png,d475f3f4d7e866cee6298a38bc8bc5fcfd75f71a1eb29d886a365213b1e2880f,6,3470,0.5421875000,80,80,uint16
IMG000080.jpeg,f0a9bf218771488a7d4c34883e2fe13d7750e0ca6b5524b6c732ba9de1a2f27d,region_maps/IMG000080.png,58162bc750f46a7dca6dea1b60c7aa1391a9c68dbe3f331e47dd4cb8ee4378ad,12,5383,0.8410937500,80,80,uint16
IMG000083.jpeg,2957974e73c9b1dfbf301f99d05521c03a313d768178489a70f8f60d4fc5d516,region_maps/IMG000083.png,923f7dfaab36d68175273614de247dee44b81b28b9aa82971a094875d359d4f0,6,50,0.0078125000,80,80,uint16
IMG000084.jpeg,6b369d7723da96181dea78f3c7acf504a37fc3c66651191981818055702478da,region_maps/IMG000084.png,1275a05780bcdb37e91daeedbd590fdaa5b23a9470c9533f8a06eaf16eaec8f4,9,66,0.0103125000,80,80,uint16
IMG000085.jpeg,25aae0c745655ca0b746d341d15a82ba5ae1c8678ddc1133de5a3b0dff142a79,region_maps/IMG000085.png,be748f3f31532c1005fcc6ce8dacc81b90d0d88225221e27e0d46af4b35dd2f1,7,4608,0.7200000000,80,80,uint16
