image_name,group_id,group_source,group_confidence,true_class,predicted_class,true_tumor,tumor_probability,predicted_tumor,prob_class_0
IMG000001.jpeg,btxrd-heuristic-000001,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.09137795120477676,0,0.09137795120477676
IMG000010.jpeg,btxrd-heuristic-000006,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.009893929585814476,0,0.009893929585814476
IMG000017.jpeg,btxrd-heuristic-000009,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9957104921340942,1,0.9957104921340942
IMG000018.jpeg,btxrd-heuristic-000009,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9999973773956299,1,0.9999973773956299
IMG000033.jpeg,btxrd-heuristic-000017,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.8087470531463623,1,0.8087470531463623
IMG000034.jpeg,btxrd-heuristic-000017,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.7197673320770264,1,0.7197673320770264
IMG000048.jpeg,btxrd-heuristic-000025,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,0,1,6.109513196861371e-05,0,6.109513196861371e-05
IMG000049.jpeg,btxrd-heuristic-000025,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,0,1,0.013176778331398964,0,0.013176778331398964
IMG000050.jpeg,btxrd-heuristic-000026,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9949990510940552,1,0.9949990510940552
IMG000055.jpeg,btxrd-heuristic-000029,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9076321721076965,1,0.9076321721076965
IMG000056.jpeg,btxrd-heuristic-000029,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9999985694885254,1,0.9999985694885254
IMG000071.jpeg,btxrd-heuristic-000037,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.0819697231054306,0,0.0819697231054306
IMG000076.jpeg,btxrd-heuristic-000039,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9998935461044312,1,0.9998935461044312
IMG000125.jpeg,btxrd-heuristic-000063,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9876763820648193,1,0.9876763820648193
IMG000126.jpeg,btxrd-heuristic-000063,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,1.0,1,1.0
IMG000137.jpeg,btxrd-heuristic-000069,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.99997878074646,1,0.99997878074646
IMG000138.jpeg,btxrd-heuristic-000069,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9999451637268066,1,0.9999451637268066
IMG000144.jpeg,btxrd-heuristic-000073,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9067786335945129,1,0.9067786335945129
IMG000152.jpeg,btxrd-heuristic-000078,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9737180471420288,1,0.9737180471420288
IMG000160.jpeg,btxrd-heuristic-000082,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9955840706825256,1,0.9955840706825256
IMG000161.jpeg,btxrd-heuristic-000082,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.8722022175788879,1,0.8722022175788879
IMG000200.jpeg,btxrd-heuristic-000098,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9999995231628418,1,0.9999995231628418
IMG000201.jpeg,btxrd-heuristic-000098,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9999997615814209,1,0.9999997615814209
IMG000202.jpeg,btxrd-heuristic-000099,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9996452331542969,1,0.9996452331542969
IMG000222.jpeg,btxrd-heuristic-000109,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9169573187828064,1,0.9169573187828064
IMG000244.jpeg,btxrd-heuristic-000120,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,2.7316775231156498e-05,0,2.7316775231156498e-05
IMG000245.jpeg,btxrd-heuristic-000121,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,2.0820503777940758e-05,0,2.0820503777940758e-05
IMG000260.jpeg,btxrd-heuristic-000128,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9994587302207947,1,0.9994587302207947
IMG000275.jpeg,btxrd-heuristic-000137,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9999997615814209,1,0.9999997615814209
IMG000279.jpeg,btxrd-heuristic-000140,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.7928327918052673,1,0.7928327918052673
IMG000285.jpeg,btxrd-heuristic-000145,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,1.0,1,1.0
IMG000292.jpeg,btxrd-heuristic-000150,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.0029452648013830185,0,0.0029452648013830185
IMG000300.jpeg,btxrd-heuristic-000156,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9890052676200867,1,0.9890052676200867
IMG000306.jpeg,btxrd-heuristic-000160,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.8650976419448853,1,0.8650976419448853
IMG000320.jpeg,btxrd-heuristic-000167,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.007045764941722155,0,0.007045764941722155
IMG000327.jpeg,btxrd-heuristic-000172,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.99998939037323,1,0.99998939037323
IMG000328.jpeg,btxrd-heuristic-000173,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.4649161100387573,0,0.4649161100387573
IMG000337.jpeg,btxrd-heuristic-000180,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.00010003241914091632,0,0.00010003241914091632
IMG000338.jpeg,btxrd-heuristic-000181,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.020409725606441498,0,0.020409725606441498
IMG000340.jpeg,btxrd-heuristic-000183,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9872646331787109,1,0.9872646331787109
IMG000372.jpeg,btxrd-heuristic-000203,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,2.039560058619827e-05,0,2.039560058619827e-05
IMG000378.jpeg,btxrd-heuristic-000208,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9999990463256836,1,0.9999990463256836
IMG000408.jpeg,btxrd-heuristic-000223,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,1.544246515550185e-06,0,1.544246515550185e-06
IMG000414.jpeg,btxrd-heuristic-000228,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.0004588158044498414,0,0.0004588158044498414
IMG000415.jpeg,btxrd-heuristic-000229,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9911177158355713,1,0.9911177158355713
IMG000416.jpeg,btxrd-heuristic-000230,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,9.28828649193747e-06,0,9.28828649193747e-06
IMG000420.jpeg,btxrd-heuristic-000233,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.0285152867436409,0,0.0285152867436409
IMG000439.jpeg,btxrd-heuristic-000244,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,6.042570475983666e-06,0,6.042570475983666e-06
IMG000467.jpeg,btxrd-heuristic-000260,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.0021268315613269806,0,0.0021268315613269806
IMG000478.jpeg,btxrd-heuristic-000267,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9042139649391174,1,0.9042139649391174
IMG000481.jpeg,btxrd-heuristic-000269,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.999993085861206,1,0.999993085861206
IMG000496.jpeg,btxrd-heuristic-000278,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,1.6774439473010716e-06,0,1.6774439473010716e-06
IMG000513.jpeg,btxrd-heuristic-000287,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,8.718615572433919e-05,0,8.718615572433919e-05
IMG000542.jpeg,btxrd-heuristic-000302,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9900631308555603,1,0.9900631308555603
IMG000548.jpeg,btxrd-heuristic-000305,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,0,1,0.4911191165447235,0,0.4911191165447235
IMG000549.jpeg,btxrd-heuristic-000305,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,0,1,5.7484816352371126e-05,0,5.7484816352371126e-05
IMG000555.jpeg,btxrd-heuristic-000308,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.999883770942688,1,0.999883770942688
IMG000556.jpeg,btxrd-heuristic-000308,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9997037053108215,1,0.9997037053108215
IMG000562.jpeg,btxrd-heuristic-000311,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,1.0,1,1.0
IMG000576.jpeg,btxrd-heuristic-000320,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9815871119499207,1,0.9815871119499207
IMG000582.jpeg,btxrd-heuristic-000324,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.999953031539917,1,0.999953031539917
IMG000612.jpeg,btxrd-heuristic-000341,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.0005153381498530507,0,0.0005153381498530507
IMG000628.jpeg,btxrd-heuristic-000349,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.0014136455720290542,0,0.0014136455720290542
IMG000636.jpeg,btxrd-heuristic-000354,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.0048720501363277435,0,0.0048720501363277435
IMG000641.jpeg,btxrd-heuristic-000358,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,7.881382771302015e-05,0,7.881382771302015e-05
IMG000642.jpeg,btxrd-heuristic-000359,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9302740097045898,1,0.9302740097045898
IMG000660.jpeg,btxrd-heuristic-000370,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9999856948852539,1,0.9999856948852539
IMG000672.jpeg,btxrd-heuristic-000377,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,1.1306372016406385e-06,0,1.1306372016406385e-06
