image_name,group_id,group_source,group_confidence,true_class,predicted_class,true_tumor,tumor_probability,predicted_tumor,prob_class_0
IMG000001.jpeg,btxrd-heuristic-000001,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.057533785700798035,0,0.057533785700798035
IMG000010.jpeg,btxrd-heuristic-000006,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.017320942133665085,0,0.017320942133665085
IMG000017.jpeg,btxrd-heuristic-000009,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,0,1,0.034104008227586746,0,0.034104008227586746
IMG000018.jpeg,btxrd-heuristic-000009,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.996425211429596,1,0.996425211429596
IMG000033.jpeg,btxrd-heuristic-000017,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.7169690728187561,1,0.7169690728187561
IMG000034.jpeg,btxrd-heuristic-000017,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,0,1,0.35655832290649414,0,0.35655832290649414
IMG000048.jpeg,btxrd-heuristic-000025,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.999995231628418,1,0.999995231628418
IMG000049.jpeg,btxrd-heuristic-000025,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9959636926651001,1,0.9959636926651001
IMG000050.jpeg,btxrd-heuristic-000026,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9997990727424622,1,0.9997990727424622
IMG000055.jpeg,btxrd-heuristic-000029,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,1.0,1,1.0
IMG000056.jpeg,btxrd-heuristic-000029,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,1.0,1,1.0
IMG000071.jpeg,btxrd-heuristic-000037,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9966188669204712,1,0.9966188669204712
IMG000076.jpeg,btxrd-heuristic-000039,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,1.0,1,1.0
IMG000125.jpeg,btxrd-heuristic-000063,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,1.0,1,1.0
IMG000126.jpeg,btxrd-heuristic-000063,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,1.0,1,1.0
