image_name,group_id,group_source,group_confidence,true_class,predicted_class,true_tumor,tumor_probability,predicted_tumor,prob_class_0
IMG000001.jpeg,btxrd-heuristic-000001,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9226088523864746,1,0.9226088523864746
IMG000010.jpeg,btxrd-heuristic-000006,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.05654894933104515,0,0.05654894933104515
IMG000017.jpeg,btxrd-heuristic-000009,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9675673842430115,1,0.9675673842430115
IMG000018.jpeg,btxrd-heuristic-000009,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9997091889381409,1,0.9997091889381409
IMG000033.jpeg,btxrd-heuristic-000017,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9725016951560974,1,0.9725016951560974
IMG000034.jpeg,btxrd-heuristic-000017,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9939365983009338,1,0.9939365983009338
IMG000048.jpeg,btxrd-heuristic-000025,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9995806813240051,1,0.9995806813240051
IMG000049.jpeg,btxrd-heuristic-000025,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,0,1,0.04314253106713295,0,0.04314253106713295
IMG000050.jpeg,btxrd-heuristic-000026,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9038870930671692,1,0.9038870930671692
IMG000055.jpeg,btxrd-heuristic-000029,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.999992847442627,1,0.999992847442627
IMG000056.jpeg,btxrd-heuristic-000029,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9999998807907104,1,0.9999998807907104
IMG000071.jpeg,btxrd-heuristic-000037,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9997385144233704,1,0.9997385144233704
IMG000076.jpeg,btxrd-heuristic-000039,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9999713897705078,1,0.9999713897705078
IMG000125.jpeg,btxrd-heuristic-000063,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9984899759292603,1,0.9984899759292603
IMG000126.jpeg,btxrd-heuristic-000063,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9999998807907104,1,0.9999998807907104
IMG000137.jpeg,btxrd-heuristic-000069,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.999996542930603,1,0.999996542930603
IMG000138.jpeg,btxrd-heuristic-000069,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,1.0,1,1.0
IMG000144.jpeg,btxrd-heuristic-000073,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9995169639587402,1,0.9995169639587402
IMG000152.jpeg,btxrd-heuristic-000078,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9998263716697693,1,0.9998263716697693
IMG000160.jpeg,btxrd-heuristic-000082,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9998397827148438,1,0.9998397827148438
IMG000161.jpeg,btxrd-heuristic-000082,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9999614953994751,1,0.9999614953994751
IMG000200.jpeg,btxrd-heuristic-000098,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9999457597732544,1,0.9999457597732544
IMG000201.jpeg,btxrd-heuristic-000098,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.999934196472168,1,0.999934196472168
IMG000202.jpeg,btxrd-heuristic-000099,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9999986886978149,1,0.9999986886978149
IMG000222.jpeg,btxrd-heuristic-000109,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.07279098778963089,0,0.07279098778963089
IMG000244.jpeg,btxrd-heuristic-000120,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.581682026386261,1,0.581682026386261
IMG000245.jpeg,btxrd-heuristic-000121,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.060923799872398376,0,0.060923799872398376
IMG000260.jpeg,btxrd-heuristic-000128,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9984920024871826,1,0.9984920024871826
IMG000275.jpeg,btxrd-heuristic-000137,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,1.0,1,1.0
IMG000279.jpeg,btxrd-heuristic-000140,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9828630089759827,1,0.9828630089759827
IMG000285.jpeg,btxrd-heuristic-000145,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9999986886978149,1,0.9999986886978149
IMG000292.jpeg,btxrd-heuristic-000150,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.02266545407474041,0,0.02266545407474041
IMG000300.jpeg,btxrd-heuristic-000156,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9246017932891846,1,0.9246017932891846
IMG000306.jpeg,btxrd-heuristic-000160,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.001953925471752882,0,0.001953925471752882
IMG000320.jpeg,btxrd-heuristic-000167,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.0002766290563158691,0,0.0002766290563158691
IMG000327.jpeg,btxrd-heuristic-000172,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9999985694885254,1,0.9999985694885254
IMG000328.jpeg,btxrd-heuristic-000173,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.6406669616699219,1,0.6406669616699219
IMG000337.jpeg,btxrd-heuristic-000180,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9951820969581604,1,0.9951820969581604
IMG000338.jpeg,btxrd-heuristic-000181,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.999972939491272,1,0.999972939491272
IMG000340.jpeg,btxrd-heuristic-000183,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9999996423721313,1,0.9999996423721313
IMG000372.jpeg,btxrd-heuristic-000203,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.0019557673949748278,0,0.0019557673949748278
IMG000378.jpeg,btxrd-heuristic-000208,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9999984502792358,1,0.9999984502792358
IMG000408.jpeg,btxrd-heuristic-000223,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.2304450273513794,0,0.2304450273513794
IMG000414.jpeg,btxrd-heuristic-000228,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9455490112304688,1,0.9455490112304688
IMG000415.jpeg,btxrd-heuristic-000229,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9993176460266113,1,0.9993176460266113
IMG000416.jpeg,btxrd-heuristic-000230,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,3.5101079447485972e-06,0,3.5101079447485972e-06
IMG000420.jpeg,btxrd-heuristic-000233,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9928678274154663,1,0.9928678274154663
IMG000439.jpeg,btxrd-heuristic-000244,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.000796191394329071,0,0.000796191394329071
IMG000467.jpeg,btxrd-heuristic-000260,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9993059635162354,1,0.9993059635162354
IMG000478.jpeg,btxrd-heuristic-000267,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9999402761459351,1,0.9999402761459351
IMG000481.jpeg,btxrd-heuristic-000269,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9999938011169434,1,0.9999938011169434
