image_name,group_id,group_source,group_confidence,true_class,predicted_class,true_tumor,tumor_probability,predicted_tumor,prob_class_0
IMG000001.jpeg,btxrd-heuristic-000001,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9999306201934814,1,0.9999306201934814
IMG000010.jpeg,btxrd-heuristic-000006,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,0,1,0.061212100088596344,0,0.061212100088596344
IMG000017.jpeg,btxrd-heuristic-000009,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9684011936187744,1,0.9684011936187744
IMG000018.jpeg,btxrd-heuristic-000009,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9734755158424377,1,0.9734755158424377
IMG000033.jpeg,btxrd-heuristic-000017,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9885359406471252,1,0.9885359406471252
IMG000034.jpeg,btxrd-heuristic-000017,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9991543292999268,1,0.9991543292999268
IMG000048.jpeg,btxrd-heuristic-000025,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,0,1,0.2240666002035141,0,0.2240666002035141
IMG000049.jpeg,btxrd-heuristic-000025,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.7224390506744385,1,0.7224390506744385
IMG000050.jpeg,btxrd-heuristic-000026,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9999688863754272,1,0.9999688863754272
IMG000055.jpeg,btxrd-heuristic-000029,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9976662397384644,1,0.9976662397384644
IMG000056.jpeg,btxrd-heuristic-000029,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9999642372131348,1,0.9999642372131348
IMG000071.jpeg,btxrd-heuristic-000037,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9999889135360718,1,0.9999889135360718
IMG000076.jpeg,btxrd-heuristic-000039,consecutive_image_id_plus_stable_metadata_excluding_view,singleton,1,1,1,0.9970747232437134,1,0.9970747232437134
IMG000125.jpeg,btxrd-heuristic-000063,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.820658266544342,1,0.820658266544342
IMG000126.jpeg,btxrd-heuristic-000063,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9559813141822815,1,0.9559813141822815
IMG000137.jpeg,btxrd-heuristic-000069,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.97459477186203,1,0.97459477186203
IMG000138.jpeg,btxrd-heuristic-000069,consecutive_image_id_plus_stable_metadata_excluding_view,heuristic,1,1,1,0.9994407296180725,1,0.9994407296180725
