above_threshold_candidates,box_prompt_calls,cam_max,cam_mean,cam_min,cam_nonzero_ratio,cam_std,cam_target_protocol,classifier_confidence,final_area_ratio,group_id,image_name,mask_area_ratio,mask_foreground_pixels,mask_height,mask_path,mask_sha256,mask_unique_values,mask_width,morphology_components,reason,sam_candidate_count,sam_prompt_calls,selected_area_ratio,selected_candidates,selected_class,selected_components,selection_score_max,selection_score_mean,selection_score_min,split,status,support_area_ratio,true_tumor,true_tumor_type,unique_negative_prompt_points,unique_positive_prompt_points,unique_prompt_points
24,6,0.9999999403953552,0.12090059369802475,0.0,0.999990234375,0.19338949024677277,ground_truth,1.0,0.077958984375,btxrd-heuristic-000002,IMG000002.jpeg,0.077958984375,7983,320,masks/IMG000002.png,38b7d7adf9ac585534566c879a10bca22128ac86633eef041c14013fc4416cff,0|255,320,3,,27,9,0.07876953125,3,0,3,0.7706487774848938,0.5860360264778137,0.10098006576299667,train,ok,0.149892578125,1,8,12,5,17
22,8,1.0,0.14796508848667145,0.0,0.999990234375,0.1831374615430832,ground_truth,0.9694229960441589,0.05517578125,btxrd-heuristic-000002,IMG000003.jpeg,0.05517578125,5650,320,masks/IMG000003.png,496dd85e11bb9eda09928966a0f41bfcb353b990ff1c0f9bdcccbb8e907c7c57,0|255,320,4,,36,12,0.0579296875,3,0,3,0.7326499819755554,0.45426955819129944,0.0,train,ok,0.15,1,8,16,10,26
26,6,1.0,0.1722363531589508,0.0,0.999990234375,0.18707174062728882,ground_truth,0.9999967813491821,0.1312109375,btxrd-heuristic-000003,IMG000004.jpeg,0.1312109375,13436,320,masks/IMG000004.png,a2f542eb93b7bf511d79c37684946dc442f58bc80f7a562652fa7a71c646dae7,0|255,320,3,,27,9,0.13123046875,3,0,3,0.7101112604141235,0.563378632068634,0.27574706077575684,train,ok,0.15,1,8,12,5,17
27,8,1.0,0.1315939724445343,0.0,0.999990234375,0.17023441195487976,ground_truth,0.9999485015869141,0.01357421875,btxrd-heuristic-000003,IMG000005.jpeg,0.01357421875,1390,320,masks/IMG000005.png,d694eb56e0dc5420b6b6817f075935ee925e444547ec2cd26dc3468e4e045667,0|255,320,4,,36,12,0.0140625,3,0,3,0.770057201385498,0.5009652972221375,0.2112942337989807,train,ok,0.15,1,8,14,7,21
21,6,1.0,0.23153868317604065,0.0,0.999990234375,0.19542783498764038,ground_truth,1.0,0.14146484375,btxrd-heuristic-000004,IMG000006.jpeg,0.14146484375,14486,320,masks/IMG000006.png,e874607b6e7874bee7a1f218392ccccd6bf80c624e96c238bf46a80cd5e43a31,0|255,320,3,,27,9,0.14177734375,3,0,3,0.6894866824150085,0.5108904242515564,0.1869332194328308,train,ok,0.149951171875,1,8,12,5,17
42,12,1.0,0.23898153007030487,0.0,0.999990234375,0.20678092539310455,ground_truth,1.0,0.05732421875,btxrd-heuristic-000004,IMG000007.jpeg,0.05732421875,5870,320,masks/IMG000007.png,7feadb985b9686d25eae51b5e07dfdc38df463f7a8e1caa5ea2e5a6e3cd8920d,0|255,320,6,,54,18,0.057373046875,3,0,3,0.7667382955551147,0.49245893955230713,0.013019775040447712,train,ok,0.15001953125,1,8,17,13,30
22,6,1.0,0.16911274194717407,0.0,0.999990234375,0.16979436576366425,ground_truth,1.0,0.056416015625,btxrd-heuristic-000005,IMG000008.jpeg,0.056416015625,5777,320,masks/IMG000008.png,3cd58130988cf3e086104eab1a490c379c669bec0db4aa242e3546b2c2b5123f,0|255,320,3,,27,9,0.0579296875,3,0,3,0.7520138025283813,0.5105534791946411,0.13543857634067535,train,ok,0.15,1,8,12,5,17
65,16,1.0,0.31660959124565125,0.0,0.999990234375,0.22045405209064484,ground_truth,1.0,0.096474609375,btxrd-heuristic-000005,IMG000009.jpeg,0.096474609375,9879,320,masks/IMG000009.png,53e13b1396fce0ab398d87bf1502a792943291c0e59162a3200bf1c811aadda0,0|255,320,8,,72,24,0.098046875,3,0,3,0.7848380208015442,0.6086201667785645,0.18718178570270538,train,ok,0.150009765625,1,8,28,16,44
18,6,1.0,0.11476067453622818,0.0,0.999990234375,0.17967404425144196,ground_truth,0.9999984502792358,0.023310546875,btxrd-heuristic-000007,IMG000011.jpeg,0.023310546875,2387,320,masks/IMG000011.png,631fdbfeb066a6db6936a4a20e371bf86165042e5153eade8a67453006b0ddcb,0|255,320,3,,27,9,0.023310546875,3,0,3,0.7898419499397278,0.5490483045578003,0.2151290625333786,train,ok,0.150009765625,1,9,12,5,17
24,6,1.0,0.13009746372699738,0.0,0.999990234375,0.19399434328079224,ground_truth,0.9978468418121338,0.02787109375,btxrd-heuristic-000007,IMG000012.jpeg,0.02787109375,2854,320,masks/IMG000012.png,8542b45d9fd753fd25a8eb2db7b5b6d07e1b7138094723dc8fea0932e008ccbf,0|255,320,3,,27,9,0.028974609375,3,0,3,0.792191207408905,0.6235585808753967,0.32742026448249817,train,ok,0.14990234375,1,9,12,5,17
29,12,1.0,0.21895036101341248,0.0,0.999990234375,0.17281468212604523,ground_truth,0.9999997615814209,0.044560546875,btxrd-heuristic-000008,IMG000013.jpeg,0.044560546875,4563,320,masks/IMG000013.png,cba555b7628458b418408d1aca7fb3e780b4c4bf20dd454d0d1c7525bc5fa8de,0|255,320,6,,54,18,0.044619140625,3,0,3,0.7013949155807495,0.4039977490901947,0.0205160453915596,train,ok,0.15,1,8,21,10,31
21,6,1.0,0.1245664581656456,0.0,0.999990234375,0.1597442626953125,ground_truth,0.9999998807907104,0.0861328125,btxrd-heuristic-000008,IMG000014.jpeg,0.0861328125,8820,320,masks/IMG000014.png,d5e467a33511b997e9560af91f47199efd9d051aeacddee5c878a3e2af6da658,0|255,320,3,,27,9,0.0880859375,3,0,3,0.6333644390106201,0.4464391767978668,0.15327958762645721,train,ok,0.14978515625,1,8,12,5,17
22,6,1.0,0.14490775763988495,0.0,0.9999609375,0.19031208753585815,ground_truth,0.9999868869781494,0.089072265625,btxrd-heuristic-000008,IMG000015.jpeg,0.089072265625,9121,320,masks/IMG000015.png,04fa48505e83eff2f0e3d389af2150349035c5bd8a46cc5fd90214f8abb7e800,0|255,320,3,,27,9,0.090185546875,3,0,3,0.763218104839325,0.5299911499023438,0.270476371049881,train,ok,0.15,1,8,12,5,17
12,6,1.0,0.10529060661792755,0.0,0.999990234375,0.16205376386642456,ground_truth,0.9989187717437744,0.109033203125,btxrd-heuristic-000008,IMG000016.jpeg,0.109033203125,11165,320,masks/IMG000016.png,d42489337ed5fce62b6b0ed4ad8f8f2d270971947038ee8ed5478413e78bb7cb,0|255,320,3,,27,9,0.1098828125,3,0,3,0.6828120350837708,0.4127976596355438,0.24394956231117249,train,ok,0.15,1,8,12,5,17
26,12,1.0,0.14444850385189056,0.0,0.999990234375,0.19835829734802246,ground_truth,0.9998741149902344,0.033447265625,btxrd-heuristic-000010,IMG000019.jpeg,0.033447265625,3425,320,masks/IMG000019.png,39fa0cdd9581dd5a5229dc9dac66a1ac7ea8de711c754fc83ebd86a7490670dd,0|255,320,6,,54,18,0.033447265625,3,0,3,0.7916649580001831,0.382536381483078,0.001378568704240024,train,ok,0.149931640625,1,9,22,15,37
24,6,0.9999999403953552,0.12975694239139557,0.0,0.999990234375,0.19830308854579926,ground_truth,1.0,0.035712890625,btxrd-heuristic-000010,IMG000020.jpeg,0.035712890625,3657,320,masks/IMG000020.png,f930bbe3dcd3522ea243d95fd243fe1939dc8c427b1b354de1787cf51275536f,0|255,320,3,,27,9,0.035732421875,3,0,3,0.7656573057174683,0.5922673344612122,0.3214000165462494,train,ok,0.15,1,9,12,5,17
27,6,1.0,0.13175490498542786,0.0,0.999990234375,0.18697625398635864,ground_truth,0.9999998807907104,0.074560546875,btxrd-heuristic-000010,IMG000021.jpeg,0.074560546875,7635,320,masks/IMG000021.png,f663f4c5c22919bfc497614e0bf46698f5d28149212f0af7f44e6afc9c2ab283,0|255,320,3,,27,9,0.0745703125,3,0,3,0.7559330463409424,0.6082878112792969,0.44107890129089355,train,ok,0.15,1,9,12,5,17
18,6,1.0,0.13014431297779083,0.0,0.999990234375,0.1828497052192688,ground_truth,0.9149071574211121,0.113515625,btxrd-heuristic-000011,IMG000022.jpeg,0.113515625,11624,320,masks/IMG000022.png,9c4c1c81f69885769c33a2e3b8c493fcdfda32972a6eaee6952f06c1c089194e,0|255,320,3,,27,9,0.113955078125,3,0,3,0.7634114623069763,0.4999338686466217,0.19333003461360931,train,ok,0.15,1,9,12,5,17
55,14,1.0,0.24078811705112457,0.0,0.999990234375,0.21993893384933472,ground_truth,0.9867929220199585,0.002802734375,btxrd-heuristic-000011,IMG000023.jpeg,0.002802734375,287,320,masks/IMG000023.png,f8a236dfe082bd60e9ce47c5f28c9df543624421af1639837168587f4f3f0fae,0|255,320,7,,63,21,0.002802734375,3,0,3,0.7519485950469971,0.575836718082428,0.04499329626560211,train,ok,0.1498828125,1,9,22,13,35
49,14,1.0,0.23730897903442383,0.0,0.999990234375,0.18623599410057068,ground_truth,0.9999998807907104,0.0828515625,btxrd-heuristic-000012,IMG000024.jpeg,0.0828515625,8484,320,masks/IMG000024.png,e797bea5480afb408b3dbe6f155ef996728c9f6de675b399b800967b5f78492b,0|255,320,7,,63,21,0.08287109375,3,0,3,0.7517995834350586,0.5000700354576111,0.07314323633909225,train,ok,0.15,1,8,27,12,39
8,6,0.9999999403953552,0.15561439096927643,0.0,0.999990234375,0.1693612039089203,ground_truth,0.9997552037239075,0.04236328125,btxrd-heuristic-000012,IMG000025.jpeg,0.04236328125,4338,320,masks/IMG000025.png,96f10ecc45eb0f28e8500bf68cc9466345798a1b831436d3ad933972659faf12,0|255,320,3,,27,9,0.042724609375,1,0,1,0.6569601893424988,0.3701171278953552,0.15946947038173676,train,ok,0.15,1,8,12,5,17
